Data,NAV
30/05/2018,23.7179 
29/05/2018,23.6318 
28/05/2018,23.7721 
25/05/2018,23.7400 
24/05/2018,23.6760 
23/05/2018,23.7726 
22/05/2018,23.7115 
21/05/2018,23.7768 
18/05/2018,23.6096 
17/05/2018,23.6136 
16/05/2018,23.5899 
15/05/2018,23.4031 
14/05/2018,23.3693 
11/05/2018,23.3690 
10/05/2018,23.3956 
09/05/2018,23.2960 
08/05/2018,23.1173 
07/05/2018,23.0213 
04/05/2018,22.9054 
03/05/2018,22.6614 
02/05/2018,22.7196 
01/05/2018,22.7336 
30/04/2018,22.5763 
27/04/2018,22.6542 
26/04/2018,22.5882 
25/04/2018,22.3072 
24/04/2018,22.2781 
23/04/2018,22.4333 
20/04/2018,22.3535 
19/04/2018,22.3544 
18/04/2018,22.4251 
17/04/2018,22.3931 
16/04/2018,22.1900 
13/04/2018,22.1292 
12/04/2018,22.1650 
11/04/2018,21.9552 
10/04/2018,22.1081 
09/04/2018,21.8716 
06/04/2018,21.8670 
05/04/2018,22.2186 
04/04/2018,21.8832 
03/04/2018,21.7795 
02/04/2018,21.6082 
29/03/2018,21.9276 
28/03/2018,21.6448 
27/03/2018,21.6323 
26/03/2018,21.6918 
23/03/2018,21.4923 
22/03/2018,21.9524 
21/03/2018,22.4215 
20/03/2018,22.4306 
19/03/2018,22.3055 
16/03/2018,22.6465 
15/03/2018,22.5624 
14/03/2018,22.5000 
13/03/2018,22.5488 
12/03/2018,22.7800 
09/03/2018,22.7397 
08/03/2018,22.4682 
07/03/2018,22.2181 
06/03/2018,22.2406 
05/03/2018,22.2507 
02/03/2018,22.1033 
01/03/2018,22.3428 
28/02/2018,22.6058 
27/02/2018,22.7797 
26/02/2018,22.8763 
23/02/2018,22.6712 
22/02/2018,22.3641 
21/02/2018,22.3719 
20/02/2018,22.4156 
19/02/2018,22.4191 
16/02/2018,22.3577 
15/02/2018,22.2285 
14/02/2018,22.0754 
13/02/2018,21.8970 
12/02/2018,21.9880 
09/02/2018,21.7718 
08/02/2018,21.7049 
07/02/2018,22.2323 
06/02/2018,22.1044 
05/02/2018,22.0315 
02/02/2018,22.7139 
01/02/2018,23.0807 
31/01/2018,23.0946 
30/01/2018,23.1885 
29/01/2018,23.5156 
26/01/2018,23.5101 
25/01/2018,23.2424 
24/01/2018,23.4474 
23/01/2018,23.5779 
22/01/2018,23.5756 
19/01/2018,23.4680 
18/01/2018,23.3259 
17/01/2018,23.3528 
16/01/2018,23.2535 
15/01/2018,23.2340 
12/01/2018,23.3950 
11/01/2018,23.4431 
10/01/2018,23.4652 
09/01/2018,23.5469 
08/01/2018,23.4248 
05/01/2018,23.2937 
04/01/2018,23.0699 
03/01/2018,22.9828 
02/01/2018,22.8231 
29/12/2017,22.7588 
28/12/2017,22.9288 
27/12/2017,22.9840 
26/12/2017,22.9825 
22/12/2017,23.0573 
21/12/2017,23.0196 
20/12/2017,22.9178 
19/12/2017,23.0517 
18/12/2017,23.1452 
15/12/2017,23.0330 
14/12/2017,22.9114 
13/12/2017,23.0333 
12/12/2017,23.0651 
11/12/2017,22.9231 
08/12/2017,22.9095 
07/12/2017,22.7387 
06/12/2017,22.6798 
05/12/2017,22.6444 
04/12/2017,22.6777 
01/12/2017,22.6532 
30/11/2017,22.6179 
29/11/2017,22.6448 
28/11/2017,22.6145 
27/11/2017,22.3866 
24/11/2017,22.4057 
23/11/2017,22.5040 
22/11/2017,22.5853 
21/11/2017,22.6559 
20/11/2017,22.4864 
17/11/2017,22.3937 
16/11/2017,22.4405 
15/11/2017,22.2183 
14/11/2017,22.4239 
13/11/2017,22.6366 
10/11/2017,22.6884 
09/11/2017,22.7957 
08/11/2017,22.9476 
07/11/2017,22.9352 
06/11/2017,22.9163 
03/11/2017,22.8251 
02/11/2017,22.7040 
01/11/2017,22.7903 
31/10/2017,22.6774 
30/10/2017,22.6806 
27/10/2017,22.7820 
26/10/2017,22.4473 
25/10/2017,22.2196 
24/10/2017,22.3862 
23/10/2017,22.4165 
20/10/2017,22.3831 
19/10/2017,22.2454 
18/10/2017,22.3448 
17/10/2017,22.3571 
16/10/2017,22.2986 
13/10/2017,22.2199 
12/10/2017,22.1389 
11/10/2017,22.1514 
10/10/2017,22.1822 
09/10/2017,22.2379 
06/10/2017,22.2576 
05/10/2017,22.3124 
04/10/2017,22.1634 
03/10/2017,22.1616 
02/10/2017,22.1417 
29/09/2017,21.9245 
28/09/2017,21.9019 
27/09/2017,21.9518 
26/09/2017,21.8214 
25/09/2017,21.6968 
22/09/2017,21.5737 
21/09/2017,21.6115 
20/09/2017,21.5688 
19/09/2017,21.5711 
18/09/2017,21.5553 
15/09/2017,21.5070 
14/09/2017,21.6238 
13/09/2017,21.5764 
12/09/2017,21.5262 
11/09/2017,21.4035 
08/09/2017,21.1498 
07/09/2017,21.1729 
06/09/2017,21.2329 
05/09/2017,21.2113 
04/09/2017,21.3238 
01/09/2017,21.4099 
31/08/2017,21.3242 
30/08/2017,21.1438 
29/08/2017,20.9205 
28/08/2017,21.0552 
25/08/2017,21.1844 
24/08/2017,21.2498 
23/08/2017,21.2581 
22/08/2017,21.3808 
21/08/2017,21.1423 
18/08/2017,21.2430 
17/08/2017,21.3216 
16/08/2017,21.5851 
15/08/2017,21.5007 
14/08/2017,21.4168 
11/08/2017,21.2390 
10/08/2017,21.3415 
09/08/2017,21.5820 
08/08/2017,21.6440 
07/08/2017,21.5899 
04/08/2017,21.6274 
03/08/2017,21.4053 
02/08/2017,21.4583 
01/08/2017,21.5422 
31/07/2017,21.4770 
28/07/2017,21.5473 
27/07/2017,21.7318 
26/07/2017,21.7782 
25/07/2017,21.7051 
24/07/2017,21.6748 
21/07/2017,21.6927 
20/07/2017,21.7858 
19/07/2017,21.9504 
18/07/2017,21.7311 
17/07/2017,21.9279 
14/07/2017,21.9672 
13/07/2017,21.9248 
12/07/2017,21.8487 
11/07/2017,21.6546 
10/07/2017,21.7288 
07/07/2017,21.6802 
06/07/2017,21.6053 
05/07/2017,21.8776 
04/07/2017,21.8158 
03/07/2017,21.8030 
30/06/2017,21.6839 
29/06/2017,21.6798 
28/06/2017,21.9366 
27/06/2017,21.9184 
26/06/2017,22.1972 
23/06/2017,22.1735 
22/06/2017,22.2178 
21/06/2017,22.2284 
20/06/2017,22.2895 
19/06/2017,22.3687 
16/06/2017,22.1539 
15/06/2017,22.1724 
14/06/2017,22.0786 
13/06/2017,22.1981 
12/06/2017,22.0886 
09/06/2017,22.1696 
08/06/2017,22.1109 
07/06/2017,22.0620 
06/06/2017,22.0428 
05/06/2017,22.1322 
02/06/2017,22.1261 
01/06/2017,22.0841 
31/05/2017,21.9121 
30/05/2017,22.0203 
29/05/2017,22.0381 
26/05/2017,22.0298 
25/05/2017,21.9984 
24/05/2017,21.9748 
23/05/2017,21.8714 
22/05/2017,21.8138 
19/05/2017,21.7985 
18/05/2017,21.7720 
17/05/2017,21.7464 
16/05/2017,22.1402 
15/05/2017,22.2899 
12/05/2017,22.2960 
11/05/2017,22.3854 
10/05/2017,22.4303 
09/05/2017,22.3505 
08/05/2017,22.3103 
05/05/2017,22.1863 
04/05/2017,22.1470 
03/05/2017,22.1805 
02/05/2017,22.2272 
01/05/2017,22.1494 
28/04/2017,22.1554 
27/04/2017,22.2336 
26/04/2017,22.2224 
25/04/2017,22.1160 
24/04/2017,22.1226 
21/04/2017,22.1256 
20/04/2017,22.0179 
19/04/2017,21.9845 
18/04/2017,22.0425 
17/04/2017,22.2180 
13/04/2017,22.1416 
12/04/2017,22.2715 
11/04/2017,22.3127 
10/04/2017,22.3594 
07/04/2017,22.3026 
06/04/2017,22.2305 
05/04/2017,22.2054 
04/04/2017,22.2523 
03/04/2017,22.2599 
31/03/2017,22.2269 
30/03/2017,22.2182 
29/03/2017,22.1453 
28/03/2017,21.9134 
27/03/2017,21.7172 
24/03/2017,21.8835 
23/03/2017,21.9102 
22/03/2017,21.8529 
21/03/2017,21.8794 
20/03/2017,22.1614 
17/03/2017,22.2155 
16/03/2017,22.2364 
15/03/2017,22.3328 
14/03/2017,22.1672 
13/03/2017,22.2018 
10/03/2017,22.1750 
09/03/2017,22.2113 
08/03/2017,22.2481 
07/03/2017,22.2643 
06/03/2017,22.2889 
03/03/2017,22.4036 
02/03/2017,22.4775 
01/03/2017,22.5015 
28/02/2017,22.1387 
27/02/2017,22.2006 
24/02/2017,22.2813 
23/02/2017,22.2841 
22/02/2017,22.3449 
21/02/2017,22.3653 
20/02/2017,22.1119 
17/02/2017,22.0906 
16/02/2017,22.0052 
15/02/2017,22.1651 
14/02/2017,22.0634 
13/02/2017,21.9712 
10/02/2017,21.8268 
09/02/2017,21.6568 
08/02/2017,21.5056 
07/02/2017,21.4826 
06/02/2017,21.3882 
03/02/2017,21.3778 
02/02/2017,21.2198 
01/02/2017,21.2907 
31/01/2017,21.1829 
30/01/2017,21.4086 
27/01/2017,21.5138 
26/01/2017,21.5937 
25/01/2017,21.4706 
24/01/2017,21.2637 
23/01/2017,21.1718 
20/01/2017,21.3215 
19/01/2017,21.3753 
18/01/2017,21.3262 
17/01/2017,21.2910 
16/01/2017,21.4796 
13/01/2017,21.4935 
12/01/2017,21.3785 
11/01/2017,21.6914 
10/01/2017,21.4559 
09/01/2017,21.4972 
06/01/2017,21.5272 
05/01/2017,21.4701 
04/01/2017,21.6226 
03/01/2017,21.6150 
30/12/2016,21.1983 
29/12/2016,21.3361 
28/12/2016,21.4997 
27/12/2016,21.4867 
23/12/2016,21.4632 
22/12/2016,21.4569 
21/12/2016,21.5315 
20/12/2016,21.6608 
19/12/2016,21.5047 
16/12/2016,21.5109 
15/12/2016,21.4980 
14/12/2016,21.1281 
13/12/2016,21.2746 
12/12/2016,21.1725 
09/12/2016,21.3143 
08/12/2016,21.0786 
07/12/2016,20.7329 
06/12/2016,20.5374 
05/12/2016,20.4378 
02/12/2016,20.4510 
01/12/2016,20.5418 
30/11/2016,20.5892 
29/11/2016,20.6053 
28/11/2016,20.6419 
25/11/2016,20.6962 
24/11/2016,20.6850 
23/11/2016,20.7023 
22/11/2016,20.6293 
21/11/2016,20.5346 
18/11/2016,20.4694 
17/11/2016,20.3922 
16/11/2016,20.2883 
15/11/2016,20.2249 
14/11/2016,20.1187 
11/11/2016,19.9262 
10/11/2016,19.9331 
09/11/2016,19.7480 
08/11/2016,19.5160 
07/11/2016,19.4608 
04/11/2016,19.0138 
03/11/2016,19.1409 
02/11/2016,19.1612 
01/11/2016,19.4178 
31/10/2016,19.6433 
28/10/2016,19.7028 
27/10/2016,19.7636 
26/10/2016,19.8256 
25/10/2016,19.9463 
24/10/2016,19.9596 
21/10/2016,19.9246 
20/10/2016,19.8579 
19/10/2016,19.8122 
18/10/2016,19.7337 
17/10/2016,19.5478 
14/10/2016,19.5953 
13/10/2016,19.5001 
12/10/2016,19.6000 
11/10/2016,19.5735 
10/10/2016,19.6176 
07/10/2016,19.5053 
06/10/2016,19.5877 
05/10/2016,19.5627 
04/10/2016,19.5958 
03/10/2016,19.5466 
30/09/2016,19.5437 
29/09/2016,19.4915 
28/09/2016,19.6248 
27/09/2016,19.5355 
26/09/2016,19.3553 
23/09/2016,19.6056 
22/09/2016,19.6908 
21/09/2016,19.6523 
20/09/2016,19.3879 
19/09/2016,19.3643 
16/09/2016,19.3211 
15/09/2016,19.2783 
14/09/2016,19.1307 
13/09/2016,19.1667 
12/09/2016,19.4390 
09/09/2016,19.3647 
08/09/2016,19.6681 
07/09/2016,19.7575 
06/09/2016,19.7434 
05/09/2016,19.8113 
02/09/2016,19.7497 
01/09/2016,19.5698 
31/08/2016,19.6204 
30/08/2016,19.6412 
29/08/2016,19.6346 
26/08/2016,19.4409 
25/08/2016,19.4517 
24/08/2016,19.5518 
23/08/2016,19.5086 
22/08/2016,19.4276 
19/08/2016,19.4276 
18/08/2016,19.4764 
17/08/2016,19.5068 
16/08/2016,19.5226 
15/08/2016,19.7258 
12/08/2016,19.7195 
11/08/2016,19.7156 
10/08/2016,19.6398 
09/08/2016,19.7388 
08/08/2016,19.7069 
05/08/2016,19.6761 
04/08/2016,19.4536 
03/08/2016,19.3411 
02/08/2016,19.2843 
01/08/2016,19.5020 
29/07/2016,19.5302 
28/07/2016,19.5421 
27/07/2016,19.6937 
26/07/2016,19.6991 
25/07/2016,19.6940 
22/07/2016,19.7229 
21/07/2016,19.6676 
20/07/2016,19.6693 
19/07/2016,19.5658 
18/07/2016,19.5302 
15/07/2016,19.4831 
14/07/2016,19.4548 
13/07/2016,19.3544 
12/07/2016,19.3711 
11/07/2016,19.2449 
08/07/2016,19.1056 
07/07/2016,18.8297 
06/07/2016,18.7939 
05/07/2016,18.7816 
04/07/2016,18.9076 
01/07/2016,18.9102 
30/06/2016,18.8663 
29/06/2016,18.6614 
28/06/2016,18.3423 
27/06/2016,18.1457 
24/06/2016,18.3160 
23/06/2016,18.8899 
22/06/2016,18.7359 
21/06/2016,18.7636 
20/06/2016,18.6010 
17/06/2016,18.4266 
16/06/2016,18.5071 
15/06/2016,18.4230 
14/06/2016,18.4251 
13/06/2016,18.4476 
10/06/2016,18.6701 
09/06/2016,18.8860 
08/06/2016,18.8888 
07/06/2016,18.8960 
06/06/2016,18.7874 
03/06/2016,18.7559 
02/06/2016,18.9896 
01/06/2016,18.9554 
31/05/2016,19.0402 
30/05/2016,19.0548 
27/05/2016,19.0570 
26/05/2016,18.9200 
25/05/2016,18.9479 
24/05/2016,18.7547 
23/05/2016,18.4770 
20/05/2016,18.4984 
19/05/2016,18.3722 
18/05/2016,18.3978 
17/05/2016,18.3105 
16/05/2016,18.3898 
13/05/2016,18.2989 
12/05/2016,18.2820 
11/05/2016,18.2674 
10/05/2016,18.4216 
09/05/2016,18.1997 
06/05/2016,18.1623 
05/05/2016,18.1746 
04/05/2016,18.0524 
03/05/2016,18.1706 
02/05/2016,18.3620 
29/04/2016,18.4016 
28/04/2016,18.6977 
27/04/2016,18.7960 
26/04/2016,18.7944 
25/04/2016,18.8238 
22/04/2016,18.9095 
21/04/2016,18.8744 
20/04/2016,18.8506 
19/04/2016,18.7567 
18/04/2016,18.6385 
15/04/2016,18.6352 
14/04/2016,18.7073 
13/04/2016,18.6061 
12/04/2016,18.2108 
11/04/2016,17.9703 
08/04/2016,18.0242 
07/04/2016,17.9472 
06/04/2016,18.0844 
05/04/2016,17.9143 
04/04/2016,18.1508 
01/04/2016,18.2012 
31/03/2016,18.2065 
30/03/2016,18.3236 
29/03/2016,18.4087 
28/03/2016,18.2534 
24/03/2016,18.2769 
23/03/2016,18.3590 
22/03/2016,18.4117 
21/03/2016,18.3579 
18/03/2016,18.3253 
17/03/2016,18.2545 
16/03/2016,18.4060 
15/03/2016,18.3167 
14/03/2016,18.4190 
11/03/2016,18.3180 
10/03/2016,18.0080 
09/03/2016,18.2440 
08/03/2016,18.1171 
07/03/2016,18.3905 
04/03/2016,18.3557 
03/03/2016,18.3690 
02/03/2016,18.4213 
01/03/2016,18.2180 
29/02/2016,17.8821 
26/02/2016,17.8653 
25/02/2016,17.6860 
24/02/2016,17.4788 
23/02/2016,17.5436 
22/02/2016,17.7346 
19/02/2016,17.3844 
18/02/2016,17.4542 
17/02/2016,17.4053 
16/02/2016,17.1125 
15/02/2016,16.9289 
12/02/2016,16.5837 
11/02/2016,16.2445 
10/02/2016,16.6577 
09/02/2016,16.5063 
08/02/2016,16.8574 
05/02/2016,17.1478 
04/02/2016,17.3875 
03/02/2016,17.4835 
02/02/2016,17.6969 
01/02/2016,18.0261 
29/01/2016,18.0957 
28/01/2016,17.5611 
27/01/2016,17.6555 
26/01/2016,17.7402 
25/01/2016,17.5973 
22/01/2016,17.7919 
21/01/2016,17.3419 
20/01/2016,17.1536 
19/01/2016,17.4816 
18/01/2016,17.4447 
15/01/2016,17.4032 
14/01/2016,17.9069 
13/01/2016,17.8352 
12/01/2016,18.0747 
11/01/2016,17.9807 
08/01/2016,17.9407 
07/01/2016,18.2322 
06/01/2016,18.7677 
05/01/2016,19.0552 
04/01/2016,18.9108 
31/12/2015,19.1754 
30/12/2015,19.2431 
29/12/2015,19.3631 
28/12/2015,19.0712 
24/12/2015,19.1338 
23/12/2015,19.2435 
22/12/2015,18.8467 
21/12/2015,18.8014 
18/12/2015,18.8663 
17/12/2015,19.1325 
16/12/2015,19.0949 
15/12/2015,18.8809 
14/12/2015,18.5342 
11/12/2015,18.6487 
10/12/2015,19.0482 
09/12/2015,19.0084 
08/12/2015,19.2402 
07/12/2015,19.4557 
04/12/2015,19.4854 
03/12/2015,19.3610 
02/12/2015,20.0830 
01/12/2015,20.1801 
30/11/2015,20.0804 
27/11/2015,20.0875 
26/11/2015,20.0813 
25/11/2015,20.0416 
24/11/2015,19.9393 
23/11/2015,20.0018 
20/11/2015,19.9702 
19/11/2015,19.8186 
18/11/2015,19.8767 
17/11/2015,19.6883 
16/11/2015,19.4633 
13/11/2015,19.2824 
12/11/2015,19.4415 
11/11/2015,19.7217 
10/11/2015,19.7687 
09/11/2015,19.6845 
06/11/2015,19.8383 
05/11/2015,19.6874 
04/11/2015,19.7227 
03/11/2015,19.5975 
02/11/2015,19.4257 
30/10/2015,19.2989 
29/10/2015,19.4592 
28/10/2015,19.3578 
27/10/2015,19.1825 
26/10/2015,19.2831 
23/10/2015,19.3296 
22/10/2015,18.9152 
21/10/2015,18.4084 
20/10/2015,18.4781 
19/10/2015,18.5573 
16/10/2015,18.4885 
15/10/2015,18.3878 
14/10/2015,18.0588 
13/10/2015,18.2459 
12/10/2015,18.3926 
09/10/2015,18.4155 
08/10/2015,18.4274 
07/10/2015,18.3806 
06/10/2015,18.1973 
05/10/2015,18.2422 
02/10/2015,17.8020 
01/10/2015,17.7009 
30/09/2015,17.6978 
29/09/2015,17.2572 
28/09/2015,17.3809 
25/09/2015,17.8085 
24/09/2015,17.5466 
23/09/2015,17.8760 
22/09/2015,17.9402 
21/09/2015,18.1560 
18/09/2015,17.8854 
17/09/2015,18.2241 
16/09/2015,18.2690 
15/09/2015,18.0848 
14/09/2015,17.9038 
11/09/2015,17.9870 
10/09/2015,18.0701 
09/09/2015,18.1878 
08/09/2015,18.1442 
07/09/2015,17.8683 
04/09/2015,17.9053 
03/09/2015,18.2414 
02/09/2015,17.9442 
01/09/2015,17.7322 
31/08/2015,18.3135 
28/08/2015,18.4268 
27/08/2015,18.3526 
26/08/2015,17.6751 
25/08/2015,17.3079 
24/08/2015,17.1201 
21/08/2015,18.1946 
20/08/2015,18.8959 
19/08/2015,19.4633 
18/08/2015,19.7056 
17/08/2015,19.6860 
14/08/2015,19.5615 
13/08/2015,19.5048 
12/08/2015,19.3984 
11/08/2015,19.7266 
10/08/2015,20.0381 
07/08/2015,19.8938 
06/08/2015,19.9997 
05/08/2015,20.1986 
04/08/2015,19.9782 
03/08/2015,19.9823 
31/07/2015,19.8941 
30/07/2015,20.0533 
29/07/2015,19.8673 
28/07/2015,19.7021 
27/07/2015,19.4380 
24/07/2015,19.8145 
23/07/2015,19.9875 
22/07/2015,20.1897 
21/07/2015,20.2393 
20/07/2015,20.4190 
17/07/2015,20.4221 
16/07/2015,20.3412 
15/07/2015,20.0858 
14/07/2015,20.0202 
13/07/2015,19.8799 
10/07/2015,19.4193 
09/07/2015,19.3520 
08/07/2015,19.1985 
07/07/2015,19.6287 
06/07/2015,19.4334 
03/07/2015,19.5558 
02/07/2015,19.5795 
01/07/2015,19.5823 
30/06/2015,19.3808 
29/06/2015,19.3880 
26/06/2015,19.8365 
25/06/2015,19.7989 
24/06/2015,19.8584 
23/06/2015,19.9745 
22/06/2015,19.6021 
19/06/2015,19.4850 
18/06/2015,19.4214 
17/06/2015,19.5074 
16/06/2015,19.5230 
15/06/2015,19.4171 
12/06/2015,19.5349 
11/06/2015,19.6963 
10/06/2015,19.5435 
09/06/2015,19.3657 
08/06/2015,19.4406 
05/06/2015,19.6966 
04/06/2015,19.5607 
03/06/2015,19.7474 
02/06/2015,19.9046 
01/06/2015,20.2784 
29/05/2015,20.1671 
28/05/2015,20.3873 
27/05/2015,20.4901 
26/05/2015,20.3052 
25/05/2015,20.3283 
22/05/2015,20.3248 
21/05/2015,20.2258 
20/05/2015,20.1801 
19/05/2015,20.1303 
18/05/2015,19.7643 
15/05/2015,19.6102 
14/05/2015,19.6722 
13/05/2015,19.5660 
12/05/2015,19.6913 
11/05/2015,19.9032 
08/05/2015,19.8398 
07/05/2015,19.4809 
06/05/2015,19.3552 
05/05/2015,19.6450 
04/05/2015,19.8819 
01/05/2015,19.7329 
30/04/2015,19.6633 
29/04/2015,19.9508 
28/04/2015,20.3393 
27/04/2015,20.5002 
24/04/2015,20.5140 
23/04/2015,20.5468 
22/04/2015,20.6265 
21/04/2015,20.5369 
20/04/2015,20.4778 
17/04/2015,20.3205 
16/04/2015,20.6651 
15/04/2015,20.8071 
14/04/2015,20.5932 
13/04/2015,20.7397 
10/04/2015,20.7201 
09/04/2015,20.5310 
08/04/2015,20.2520 
07/04/2015,20.0949 
06/04/2015,19.7812 
02/04/2015,19.8836 
01/04/2015,19.9817 
31/03/2015,20.0451 
30/03/2015,20.0663 
27/03/2015,19.8129 
26/03/2015,19.7488 
25/03/2015,19.7530 
24/03/2015,20.0796 
23/03/2015,20.1051 
20/03/2015,20.3106 
19/03/2015,20.3646 
18/03/2015,20.3563 
17/03/2015,20.2268 
16/03/2015,20.3166 
13/03/2015,20.1876 
12/03/2015,20.1100 
11/03/2015,19.9752 
10/03/2015,19.7466 
09/03/2015,19.8274 
06/03/2015,19.8004 
05/03/2015,19.7413 
04/03/2015,19.6357 
03/03/2015,19.5140 
02/03/2015,19.5813 
27/02/2015,19.5026 
26/02/2015,19.5200 
25/02/2015,19.3019 
24/02/2015,19.3131 
23/02/2015,19.2324 
20/02/2015,19.1838 
19/02/2015,19.0671 
18/02/2015,19.0928 
17/02/2015,18.9834 
16/02/2015,18.9513 
13/02/2015,18.9465 
12/02/2015,18.8767 
11/02/2015,18.7715 
10/02/2015,18.7824 
09/02/2015,18.6369 
06/02/2015,18.6907 
05/02/2015,18.6231 
04/02/2015,18.4969 
03/02/2015,18.4575 
02/02/2015,18.4014 
30/01/2015,18.3142 
29/01/2015,18.4049 
28/01/2015,18.3483 
27/01/2015,18.4286 
26/01/2015,18.7409 
23/01/2015,18.6997 
22/01/2015,18.4559 
21/01/2015,18.0125 
20/01/2015,17.9364 
19/01/2015,17.8095 
16/01/2015,17.9449 
15/01/2015,17.6702 
14/01/2015,17.4004 
13/01/2015,17.5432 
12/01/2015,17.4730 
09/01/2015,17.5225 
08/01/2015,17.6934 
07/01/2015,17.3432 
06/01/2015,17.0916 
05/01/2015,17.2407 
02/01/2015,17.4496 
31/12/2014,17.3987 
30/12/2014,17.4224 
29/12/2014,17.5072 
26/12/2014,17.4960 
24/12/2014,17.4352 
23/12/2014,17.4322 
22/12/2014,17.3084 
19/12/2014,17.2363 
18/12/2014,17.1065 
17/12/2014,16.6106 
16/12/2014,16.2909 
15/12/2014,16.3950 
12/12/2014,16.5441 
11/12/2014,16.8889 
10/12/2014,16.8345 
09/12/2014,17.0576 
08/12/2014,17.2856 
05/12/2014,17.3976 
04/12/2014,17.1831 
03/12/2014,17.3744 
02/12/2014,17.2224 
01/12/2014,17.0597 
28/11/2014,17.1682 
27/11/2014,17.1987 
26/11/2014,17.1662 
25/11/2014,17.1726 
24/11/2014,17.2124 
21/11/2014,17.2167 
20/11/2014,16.9251 
19/11/2014,16.9164 
18/11/2014,16.9625 
